Planetek Academy 2024: Elaborare immagini satellitari con Python in ambiente cloud	Planetek Academy 2024: Corso gratuito "Elaborare immagini satellitari con Python in ambiente cloud" Dove e Quando: 17-18-19 luglio 2024 c/o SPEGEA - Mete Business School, Parco Politecnico di Bari, Viale Japigia 182/188, Bari. Skyrocket your career! Sono aperte le candidature alla Planetek Academy. Iscriviti entro il 20 giugno e partecipa dal 17 al 19 luglio al corso gratuito di tre giorni (20 ore) "Elaborare immagini satellitari con Python in ambiente cloud" con project work e career day per giovani talenti.	https://www.planetek.it/sites/default/files/social-banners/Planetek-Academy-2024-banner-sq.jpg	https://www.planetek.it/news_eventi/tutti_gli_eventi/2024/07/planetek_academy_2024_elaborare_immagini_satellitari_con_python_in_ambiente_cloud	2024-07-17T17:44:21+02:00
Planetek Italia tra le imprese più virtuose d’Italia per il welfare e l’ambiente di lavoro	Planetek Italia tra le imprese più virtuose d’Italia per il welfare aziendale e l’ambiente di lavoro. Un weekend ricco di premi per Planetek Italia. Dopo il riconoscimento nella competizione europea indetta dalla EARSC che individua le migliori aziende del settore aerospaziale, Planetek Italia conferma anche per il 2024 il rating di Welfare Champion italiana, assegnato alle migliori storie di welfare aziendale, e aggiunge un nuovo doppio riconoscimento "HappyIndex® AtWork" e "WeImpact Index®", indici di soddisfazione da parte degli stakeholder interni.	https://www.planetek.it/sites/default/files/social-banners/Welfare-Champion-Planetek-2024-Palco-Premiazione.png	https://www.planetek.it/news_eventi/archivio_news/2024/06/planetek_italia_tra_le_imprese_pi%C3%B9_virtuose_d%E2%80%99italia_per_il_welfare_e_l%E2%80%99ambiente_di_lavoro	2024-06-17T10:46:57+02:00
Corsi Dottorato Nazionale in Osservazione della Terra - 40° ciclo	Corsi di Dottorato Nazionale - 40° ciclo. Bandi di concorso per l'ammissione ai corsi - a.a. 2024-2025. Planetek Italia promuove N. 1 BORSA DI STUDIO in collaborazione con il Dottorato Nazionale in Osservazione della Terra - Università Sapienza di Roma.	https://www.planetek.it/sites/default/files/social-banners/banner-dottorato-dnot-2024-sapienza-1070-700.jpg	https://www.planetek.it/news_eventi/archivio_news/2024/06/corsi_dottorato_nazionale_in_osservazione_della_terra_40_ciclo	2024-06-11T10:58:29+02:00
Workshop Tematico AIT - ENEA - Telerilevamento e gestione risorse idriche	Planetek Italia partecipa al "14° Workshop Tematico AIT-ENEA | Telerilevamento applicato alla gestione delle risorse idriche" in programma il 6-7 giugno a Bologna. Per Planetek è un importante occasione per presentare le potenzialità del telerilevamento satellitare nella capacità di fornire un valido supporto informativo e conoscitivo agli operatori e gli enti che hanno il compito di gestire in modo efficiente e salvaguardare la risorsa idrica.	https://www.planetek.it/sites/default/files/social-banners/worshop_AIT-ENEA_2024.jpg	https://www.planetek.it/news_eventi/tutti_gli_eventi/2024/06/workshop_tematico_ait_enea_telerilevamento_e_gestione_risorse_idriche	2024-06-06T17:42:17+02:00
4S Symposium 2024	Planetek sarà presente all'edizione 2024 del "4S Symposium -Small Satellites Systems and Services" organizzato da ESA e CNES il prossimo 27-31 maggio 2024 a Palma di Maiorca, Spagna. Il tema speciale di quest'anno è "Trasformazione spaziale". Il programma coprirà anche sessioni tecniche come: analisi della missione e del sistema; applicazioni quali l'osservazione della Terra, la scienza, le telecomunicazioni e la navigazione; nuove tecnologie a livello di sistema, sottosistema e componente.	https://www.planetek.it/sites/default/files/social-banners/4S-Symposium-2024.png	https://www.planetek.it/news_eventi/tutti_gli_eventi/2024/05/4s_symposium_2024	2024-05-24T10:44:01+02:00
Planetek tra le finaliste del EARSC Company Award 2024	Planetek Italia è tra le cinque finaliste all'EARSC Company Award 2024. I vincitori saranno premiati durante l'evento annuale EXPANDEO 2024, che si svolge dal 12 al 13 giugno 2024 a Bruxelles. Le prime cinque aziende sono state selezionate attraverso il voto di tutti i membri dell'EARSC, che rappresentano la community degli stakeholder europei che operano nel settore dell'osservazione della Terra.	https://www.planetek.it/sites/default/files/social-banners/EARSC-EXPANDEO-2024-banner.jpg	https://www.planetek.it/news_eventi/archivio_news/2024/04/planetek_tra_le_finaliste_del_earsc_company_award_2024	2024-04-22T16:21:24+02:00
Planetek tra le finaliste del EARSC Company Award 2024	Planetek Italia sul podio dell'EARSC Company Award 2024. I vincitori sono stati premiati durante l'evento EXPANDEO 2024, 12-13 giugno 2024, Bruxelles. Le prime tre aziende dell'European Company Award 2024 sono state selezionate attraverso il voto di tutti i membri dell'EARSC, che rappresentano la community degli stakeholder europei che operano nel settore dell'osservazione della Terra.	https://www.planetek.it/sites/default/files/social-banners/EARSC-EXPANDEO-2024-banner.jpg	https://www.planetek.it/news_eventi/archivio_news/2024/04/planetek_tra_le_finaliste_del_earsc_company_award_2024	2024-04-22T16:21:24+02:00
Workshop Tecnologie spaziali per le future missioni di ASI	Workshop “Tecnologie spaziali per le future missioni di ASI”, dal 16 al 19 Aprile 2024 presso la sede dell’Agenzia Spaziale Italiana di Roma. Planetek Italia partecipa al Workshop presentando le ultime soluzioni tecnologiche e applicative in ambito upstream e midstream: AI-eXpress: a satellite as-a-service platform providing on-demand, in-orbit resources and a testbed for the exploitation of state-of-the-art technologies in the space environment.	https://www.planetek.it/sites/default/files/social-banners/Workshop%20Tecnologie%20spaziali%20per%20le%20future%20missioni%20di%20ASI.jpg	https://www.planetek.it/news_eventi/tutti_gli_eventi/2024/04/workshop_tecnologie_spaziali_per_le_future_missioni_di_asi	2024-04-15T12:33:59+02:00
Spacedge	Un ecosistema spaziale ibrido per l’osservazione della Terra e l’intelligence geospaziale che introduce un nuovo modello di satellite as-a-service disegnato per permettere l'accesso a risorse in orbita on-demand.	https://www.planetek.it/sites/default/files/social-banners/Spacedge_banner.jpg	https://www.planetek.it/prodotti/tutti_i_prodotti/spacedge	2024-03-29T11:05:12+01:00
Alla scoperta della costellazione italiana IRIDE	Il numero speciale della Rivista Geomedia dedicato alla costellazione italiana IRIDE è disponibile online e in edicola. Nello speciale un articolo curato da Planetek Italia che esplora IRIDE come catalizzatore di innovazione e crescita per l'industria italiana nel settore. Un progetto importante non solo per il significativo impegno tecnologico richiesto, ma anche per essere una pietra miliare che segna una svolta per l’ecosistema industriale italiano nell’osservazione della Terra. Scarica il PDF dell'articolo.	https://www.planetek.it/sites/default/files/social-banners/Geomedia-Speciale-IRIDE-square.jpg	https://www.planetek.it/news_eventi/archivio_news/2024/03/alla_scoperta_della_costellazione_italiana_iride	2024-03-28T15:13:11+01:00
